Source,Target,Weight
"Aia Mwaea Ainen Kiribati (AMAK), (Kiribati)","Alcohol Awareness Family Recovery (AAFR), (Kiribati)",1
"Aia Mwaea Ainen Kiribati (AMAK), (Kiribati)","Assemblies of God (AOG), (Kiribati)",1
"Aia Mwaea Ainen Kiribati (AMAK), (Kiribati)","Irekenrao, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)",Ainen Kiribati Iaon Betio (AKEBE),1
"Aia Mwaea Ainen Kiribati (AMAK), (Kiribati)","Kiribati Association of Non- Government Organizations (KANGO), (Kiribati)",1
"Aia Mwaea Ainen Kiribati (AMAK), (Kiribati)","Kiribati Girl Guides Association (KGGA), (Kiribati)",1
"Aia Mwaea Ainen Kiribati (AMAK), (Kiribati)","Kiribati School & Centre for Children with Special Needs (KSCCSN), (Kiribati)",1
"Aia Mwaea Ainen Kiribati (AMAK), (Kiribati)","Kiribati School and Centre for Children with Special Needs (KSCCSN), (Kiribati)",1
"Aia Mwaea Ainen Kiribati (AMAK), (Kiribati)","Seventh Day Adventist Dorcas (Church Women Fellowship) (SDA DORCAS), (Kiribati)",1
"Aia Mwaea Ainen Kiribati (AMAK), (Kiribati)","Te Toa Matoa (Disability Group) (TTM), (Kiribati)",1
"Ainen Arorae, (Kiribati)","Ainen Beru, (Kiribati)",1
"Ainen Arorae, (Kiribati)",Ainen Kiribati Iaon Betio (AKEBE),1
"Ainen Arorae, (Kiribati)","Ainen Teeraina, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Dorcas, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Ueen Abemama, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Tetokanimarakei, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Terunganaine, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Te Toa Matoa (TTM), (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Ainen Teeraina, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Dorcas, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Irekenrao, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Kiribati Girl Guides Association (KGGA), (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Kiribati Women And Violence Elimination (KWAVE), (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Kiribati Women Teachers Network Association (KWTNA), (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Kometen Reitakiia Botaki n Aine (KRBA), (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Marewen Nonouti, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Marewen Tabiteuea Meang, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Matangareia Ainen Tamana, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Ministry of Women in Action (MOWIA), (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Nei Baneawa, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Nei Mom, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Nei Tiwiita, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Ngareia, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Nikabubutin Makin, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Reitan Ainen Boretetanti (RAB), (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Reitan Ainen KUC (RAK), (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Reitan Nanoia Ainen Onotoa, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Relief Society, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Tanimwarutamu, (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Marewen Nonouti, (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Marewen Tabiteuea Meang, (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Matangareia Ainen Tamana, (Kiribati)",1
"Kiribati Association of Non- Government Organizations (KANGO), (Kiribati)","Seventh Day Adventist Dorcas (Church Women Fellowship) (SDA DORCAS), (Kiribati)",1
"Irekenrao, (Kiribati)","Ueen te Makeke, (Kiribati)",1
"Irekenrao, (Kiribati)","Ueen te Toaki, (Kiribati)",1
"Irekenrao, (Kiribati)","Ueen te Ueanikai, (Kiribati)",1
"Kiribati Association of Non- Government Organizations (KANGO), (Kiribati)","Kiribati Family Health Association (KFHA), (Kiribati)",1
"Kiribati Association of Non- Government Organizations (KANGO), (Kiribati)","Kiribati Girl Guides Association (KGGA), (Kiribati)",1
"Kiribati Association of Non- Government Organizations (KANGO), (Kiribati)","Kiribati Red Cross Society (KRCS), (Kiribati)",1
"Kiribati Association of Non- Government Organizations (KANGO), (Kiribati)","Kiribati School & Centre for Children with Special Needs (KSCCSN), (Kiribati)",1
"Kiribati Association of Non- Government Organizations (KANGO), (Kiribati)","Kiribati Scouts Association (KSA), (Kiribati)",1
"Kiribati Association of Non- Government Organizations (KANGO), (Kiribati)","Kiribati Women in Maritime Association (K-WIMA), (Kiribati)",1
"Kiribati Association of Non- Government Organizations (KANGO), (Kiribati)","Reitan Aine ni Kamatu (RAK), (Kiribati)",1
"Kiribati Association of Non- Government Organizations (KANGO), (Kiribati)","Te Toa Matoa (Disability Group) (TTM), (Kiribati)",1
"Irekenrao, (Kiribati)","Ueen Tebike, (Kiribati)",1
"Kiribati Climate Action Network (KiriCAN), (Kiribati)","Kiribati Women and Children Support Centre, (Kiribati)",1
"Kiribati Climate Action Network (KiriCAN), (Kiribati)","Life & Learn Kiribati, (Kiribati)",1
"Kiribati Family Health Association (KFHA), (Kiribati)","Kiribati Girl Guides Association (KGGA), (Kiribati)",1
"Kiribati Family Health Association (KFHA), (Kiribati)","Kiribati School & Centre for Children with Special Needs (KSCCSN), (Kiribati)",1
"Kiribati Family Health Association (KFHA), (Kiribati)","Kiribati School and Centre for Children with Special Needs (KSCCSN), (Kiribati)",1
"Kiribati Family Health Association (KFHA), (Kiribati)","Seventh Day Adventist Dorcas (Church Women Fellowship) (SDA DORCAS), (Kiribati)",1
"Kiribati Family Health Association (KFHA), (Kiribati)","Te Toa Matoa (Disability Group) (TTM), (Kiribati)",1
"Kiribati Family Health Association (KFHA), (Kiribati)","Te Toa Matoa (TTM), (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Kiribati Red Cross Society (KRCS), (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Kiribati School & Centre for Children with Special Needs (KSCCSN), (Kiribati)",1
"Irekenrao, (Kiribati)","Ueen te Bitati, (Kiribati)",1
"Irekenrao, (Kiribati)","Ueen Kirabun Eutan Tarawa Ieta (UKETI), (Kiribati)",1
"Irekenrao, (Kiribati)","Kiribati Scouts Association (KSA), (Kiribati)",1
"Irekenrao, (Kiribati)","Ngareia, (Kiribati)",1
"Irekenrao, (Kiribati)","Kiribati Women Teachers Network Association (KWTNA), (Kiribati)",1
"Irekenrao, (Kiribati)","Kiribati Women in Maritime Association (K-WIMA), (Kiribati)",1
"Irekenrao, (Kiribati)","Kometen Reitakiia Botaki n Aine (KRBA), (Kiribati)",1
"Irekenrao, (Kiribati)","Marewen Nonouti, (Kiribati)",1
"Irekenrao, (Kiribati)","Marewen Tabiteuea Meang, (Kiribati)",1
"Irekenrao, (Kiribati)","Matangareia Ainen Tamana, (Kiribati)",1
"Irekenrao, (Kiribati)","Ministry of Women in Action (MOWIA), (Kiribati)",1
"Irekenrao, (Kiribati)","Nei Baneawa, (Kiribati)",1
"Irekenrao, (Kiribati)","Nei Mom, (Kiribati)",1
"Irekenrao, (Kiribati)","Nei Tiwiita, (Kiribati)",1
"Irekenrao, (Kiribati)","Nikabubutin Makin, (Kiribati)",1
"Irekenrao, (Kiribati)","Ueen Benita, (Kiribati)",1
"Irekenrao, (Kiribati)","Reitan Aine ni Kamatu (RAK), (Kiribati)",1
"Irekenrao, (Kiribati)","Reitan Ainen Boretetanti (RAB), (Kiribati)",1
"Irekenrao, (Kiribati)","Reitan Ainen KUC (RAK), (Kiribati)",1
"Irekenrao, (Kiribati)","Reitan Nanoia Ainen Onotoa, (Kiribati)",1
"Irekenrao, (Kiribati)","Relief Society, (Kiribati)",1
"Irekenrao, (Kiribati)","Tanimwarutamu, (Kiribati)",1
"Irekenrao, (Kiribati)","Terunganaine, (Kiribati)",1
"Irekenrao, (Kiribati)","Tetokanimarakei, (Kiribati)",1
"Irekenrao, (Kiribati)","Ueen Abemama, (Kiribati)",1
"Irekenrao, (Kiribati)","Ueen Aranuka, (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Kiribati Scouts Association (KSA), (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Kiribati Women And Violence Elimination (KWAVE), (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Kiribati Women Teachers Network Association (KWTNA), (Kiribati)",1
"Kiribati School & Centre for Children with Special Needs (KSCCSN), (Kiribati)","Kiribati Scouts Association (KSA), (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Ueen Tebike, (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Ueen te Bitati, (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Ueen te Makeke, (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Ueen te Toaki, (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Ueen te Ueanikai, (Kiribati)",1
"Kiribati Red Cross Society (KRCS), (Kiribati)","Kiribati School & Centre for Children with Special Needs (KSCCSN), (Kiribati)",1
"Kiribati Red Cross Society (KRCS), (Kiribati)","Kiribati School and Centre for Children with Special Needs (KSCCSN), (Kiribati)",1
"Kiribati Red Cross Society (KRCS), (Kiribati)","Seventh Day Adventist Dorcas (Church Women Fellowship) (SDA DORCAS), (Kiribati)",1
"Kiribati Red Cross Society (KRCS), (Kiribati)","Te Toa Matoa (Disability Group) (TTM), (Kiribati)",1
"Kiribati Red Cross Society (KRCS), (Kiribati)","Te Toa Matoa (TTM), (Kiribati)",1
"Kiribati School & Centre for Children with Special Needs (KSCCSN), (Kiribati)","Kiribati Women in Maritime Association (K-WIMA), (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Kiribati Women in Maritime Association (K-WIMA), (Kiribati)",1
),"Healthy Eita Maeao Organisation (HEMO), (Kiribati)",1
"Kiribati School & Centre for Children with Special Needs (KSCCSN), (Kiribati)","Seventh Day Adventist Dorcas (Church Women Fellowship) (SDA DORCAS), (Kiribati)",1
"Kiribati School & Centre for Children with Special Needs (KSCCSN), (Kiribati)","Te Toa Matoa (Disability Group) (TTM), (Kiribati)",1
"Kiribati School and Centre for Children with Special Needs (KSCCSN), (Kiribati)","Kiribati Scouts Association (KSA), (Kiribati)",1
"Kiribati School and Centre for Children with Special Needs (KSCCSN), (Kiribati)","Kiribati Women in Maritime Association (K-WIMA), (Kiribati)",1
"Kiribati School and Centre for Children with Special Needs (KSCCSN), (Kiribati)","Reitan Aine ni Kamatu (RAK), (Kiribati)",1
"Kiribati School and Centre for Children with Special Needs (KSCCSN), (Kiribati)","Te Toa Matoa (TTM), (Kiribati)",1
"Kiribati Scouts Association (KSA), (Kiribati)","Seventh Day Adventist Dorcas (Church Women Fellowship) (SDA DORCAS), (Kiribati)",1
"Kiribati Scouts Association (KSA), (Kiribati)","Te Toa Matoa (Disability Group) (TTM), (Kiribati)",1
"Kiribati Women And Violence Elimination (KWAVE), (Kiribati)","Kiribati Women Teachers Network Association (KWTNA), (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Ueen Kirabun Eutan Tarawa Ieta (UKETI), (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Ueen Benita, (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Ueen Aranuka, (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Ueen Abemama, (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Kometen Reitakiia Botaki n Aine (KRBA), (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Marewen Nonouti, (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Marewen Tabiteuea Meang, (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Matangareia Ainen Tamana, (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Ministry of Women in Action (MOWIA), (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Nei Baneawa, (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Nei Mom, (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Nei Tiwiita, (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Ngareia, (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Nikabubutin Makin, (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Reitan Aine ni Kamatu (RAK), (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Reitan Ainen Boretetanti (RAB), (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Reitan Ainen KUC (RAK), (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Reitan Nanoia Ainen Onotoa, (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Relief Society, (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Seventh Day Adventist Dorcas (Church Women Fellowship) (SDA DORCAS), (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Tanimwarutamu, (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Te Toa Matoa (Disability Group) (TTM), (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Te Toa Matoa (TTM), (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Terunganaine, (Kiribati)",1
"Kiribati Girl Guides Association (KGGA), (Kiribati)","Tetokanimarakei, (Kiribati)",1
"Irekenrao, (Kiribati)","Kiribati Women And Violence Elimination (KWAVE), (Kiribati)",1
"Irekenrao, (Kiribati)","Kiribati Girl Guides Association (KGGA), (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Ministry of Women in Action (MOWIA), (Kiribati)",1
"Assemblies of God (AOG), (Kiribati)","Kiribati Association of Non- Government Organizations (KANGO), (Kiribati)",1
"Alcohol Awareness Family Recovery (AAFR), (Kiribati)","Kiribati Family Health Association (KFHA), (Kiribati)",1
"Alcohol Awareness Family Recovery (AAFR), (Kiribati)","Kiribati Girl Guides Association (KGGA), (Kiribati)",1
"Alcohol Awareness Family Recovery (AAFR), (Kiribati)","Kiribati Red Cross Society (KRCS), (Kiribati)",1
"Alcohol Awareness Family Recovery (AAFR), (Kiribati)","Kiribati School & Centre for Children with Special Needs (KSCCSN), (Kiribati)",1
"Alcohol Awareness Family Recovery (AAFR), (Kiribati)","Kiribati Scouts Association (KSA), (Kiribati)",1
"Alcohol Awareness Family Recovery (AAFR), (Kiribati)","Kiribati Women in Maritime Association (K-WIMA), (Kiribati)",1
"Alcohol Awareness Family Recovery (AAFR), (Kiribati)","Reitan Aine ni Kamatu (RAK), (Kiribati)",1
"Alcohol Awareness Family Recovery (AAFR), (Kiribati)","Seventh Day Adventist Dorcas (Church Women Fellowship) (SDA DORCAS), (Kiribati)",1
"Alcohol Awareness Family Recovery (AAFR), (Kiribati)","Te Toa Matoa (Disability Group) (TTM), (Kiribati)",1
"Assemblies of God (AOG), (Kiribati)","IREKENRAO Women Association, (Kiribati)",1
"Assemblies of God (AOG), (Kiribati)","Kiribati Girl Guides Association (KGGA), (Kiribati)",1
"Alcohol Awareness Family Recovery (AAFR), (Kiribati)","IREKENRAO Women Association, (Kiribati)",1
"Assemblies of God (AOG), (Kiribati)","Kiribati Red Cross Society (KRCS), (Kiribati)",1
"Assemblies of God (AOG), (Kiribati)","Kiribati School & Centre for Children with Special Needs (KSCCSN), (Kiribati)",1
"Assemblies of God (AOG), (Kiribati)","Kiribati Scouts Association (KSA), (Kiribati)",1
"Assemblies of God (AOG), (Kiribati)","Seventh Day Adventist Dorcas (Church Women Fellowship) (SDA DORCAS), (Kiribati)",1
"Assemblies of God (AOG), (Kiribati)","Te Toa Matoa (Disability Group) (TTM), (Kiribati)",1
"Dorcas, (Kiribati)","Irekenrao, (Kiribati)",1
"Dorcas, (Kiribati)","Kiribati Girl Guides Association (KGGA), (Kiribati)",1
"Dorcas, (Kiribati)","Kiribati Women And Violence Elimination (KWAVE), (Kiribati)",1
"Dorcas, (Kiribati)","Kiribati Women Teachers Network Association (KWTNA), (Kiribati)",1
"Dorcas, (Kiribati)","Kometen Reitakiia Botaki n Aine (KRBA), (Kiribati)",1
"Alcohol Awareness Family Recovery (AAFR), (Kiribati)","Kiribati Association of Non- Government Organizations (KANGO), (Kiribati)",1
"Alcohol Awareness Family Recovery (AAFR), (Kiribati)","Healthy Eita Maeao Organisation (HEMO), (Kiribati)",1
"IREKENRAO Women Association, (Kiribati)","Te Toa Matoa (Disability Group) (TTM), (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Te Toa Matoa (TTM), (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Nei Baneawa, (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Nei Mom, (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Nei Tiwiita, (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Ngareia, (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Nikabubutin Makin, (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Reitan Ainen Boretetanti (RAB), (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Reitan Ainen KUC (RAK), (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Reitan Nanoia Ainen Onotoa, (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Relief Society, (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Tanimwarutamu, (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Terunganaine, (Kiribati)",1
"Alcohol Awareness Family Recovery (AAFR), (Kiribati)","Assemblies of God (AOG), (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Tetokanimarakei, (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Ueen Abemama, (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Ueen Aranuka, (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Ueen Benita, (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Ueen Kirabun Eutan Tarawa Ieta (UKETI), (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Ueen Tebike, (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Ueen te Bitati, (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Ueen te Makeke, (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Ueen te Toaki, (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Ueen te Ueanikai, (Kiribati)",1
"Dorcas, (Kiribati)","Marewen Nonouti, (Kiribati)",1
"Dorcas, (Kiribati)","Marewen Tabiteuea Meang, (Kiribati)",1
"Dorcas, (Kiribati)","Matangareia Ainen Tamana, (Kiribati)",1
"Healthy Eita Maeao Organisation (HEMO), (Kiribati)","Kiribati School and Centre for Children with Special Needs (KSCCSN), (Kiribati)",1
"Edmund Rice International (ERI), Geneva (Switzerland)","Life & Learn Kiribati, (Kiribati)",1
"Franciscans International (FI), Geneva (Switzerland)","Kiribati Climate Action Network (KiriCAN), (Kiribati)",1
"Franciscans International (FI), Geneva (Switzerland)","Kiribati Women and Children Support Centre, (Kiribati)",1
"Franciscans International (FI), Geneva (Switzerland)","Life & Learn Kiribati, (Kiribati)",1
"Global Campaign for Equal Nationality Rights, New York (United States of America)","Institute on Statelessness and Inclusion, Eindhoven (The Netherlands)",1
"Healthy Eita Maeao Organisation (HEMO), (Kiribati)","IREKENRAO Women Association, (Kiribati)",1
"Healthy Eita Maeao Organisation (HEMO), (Kiribati)","Irekenrao, (Kiribati)",1
"Healthy Eita Maeao Organisation (HEMO), (Kiribati)","Kiribati Association of Non- Government Organizations (KANGO), (Kiribati)",1
"Healthy Eita Maeao Organisation (HEMO), (Kiribati)","Kiribati Girl Guides Association (KGGA), (Kiribati)",1
"Healthy Eita Maeao Organisation (HEMO), (Kiribati)","Kiribati School & Centre for Children with Special Needs (KSCCSN), (Kiribati)",1
"Healthy Eita Maeao Organisation (HEMO), (Kiribati)","Seventh Day Adventist Dorcas (Church Women Fellowship) (SDA DORCAS), (Kiribati)",1
"Dorcas, (Kiribati)","Ministry of Women in Action (MOWIA), (Kiribati)",1
"Healthy Eita Maeao Organisation (HEMO), (Kiribati)","Te Toa Matoa (Disability Group) (TTM), (Kiribati)",1
"IREKENRAO Women Association, (Kiribati)","Kiribati Association of Non- Government Organizations (KANGO), (Kiribati)",1
"IREKENRAO Women Association, (Kiribati)","Kiribati Family Health Association (KFHA), (Kiribati)",1
"IREKENRAO Women Association, (Kiribati)","Kiribati Girl Guides Association (KGGA), (Kiribati)",1
"IREKENRAO Women Association, (Kiribati)","Kiribati Red Cross Society (KRCS), (Kiribati)",1
"IREKENRAO Women Association, (Kiribati)","Kiribati School & Centre for Children with Special Needs (KSCCSN), (Kiribati)",1
"IREKENRAO Women Association, (Kiribati)","Kiribati Scouts Association (KSA), (Kiribati)",1
"IREKENRAO Women Association, (Kiribati)","Kiribati Women in Maritime Association (K-WIMA), (Kiribati)",1
"IREKENRAO Women Association, (Kiribati)","Reitan Aine ni Kamatu (RAK), (Kiribati)",1
"IREKENRAO Women Association, (Kiribati)","Seventh Day Adventist Dorcas (Church Women Fellowship) (SDA DORCAS), (Kiribati)",1
"Edmund Rice International (ERI), Geneva (Switzerland)","Kiribati Women and Children Support Centre, (Kiribati)",1
"Edmund Rice International (ERI), Geneva (Switzerland)","Kiribati Climate Action Network (KiriCAN), (Kiribati)",1
"Edmund Rice International (ERI), Geneva (Switzerland)","Franciscans International (FI), Geneva (Switzerland)",1
"Dorcas, (Kiribati)","Ueen te Ueanikai, (Kiribati)",1
"Dorcas, (Kiribati)","Nei Baneawa, (Kiribati)",1
"Dorcas, (Kiribati)","Nei Mom, (Kiribati)",1
"Dorcas, (Kiribati)","Nei Tiwiita, (Kiribati)",1
"Dorcas, (Kiribati)","Ngareia, (Kiribati)",1
"Dorcas, (Kiribati)","Nikabubutin Makin, (Kiribati)",1
"Dorcas, (Kiribati)","Reitan Ainen Boretetanti (RAB), (Kiribati)",1
"Dorcas, (Kiribati)","Reitan Ainen KUC (RAK), (Kiribati)",1
"Dorcas, (Kiribati)","Reitan Nanoia Ainen Onotoa, (Kiribati)",1
"Dorcas, (Kiribati)","Relief Society, (Kiribati)",1
"Dorcas, (Kiribati)","Tanimwarutamu, (Kiribati)",1
"Dorcas, (Kiribati)","Te Toa Matoa (TTM), (Kiribati)",1
"Dorcas, (Kiribati)","Terunganaine, (Kiribati)",1
"Dorcas, (Kiribati)","Tetokanimarakei, (Kiribati)",1
"Dorcas, (Kiribati)","Ueen Abemama, (Kiribati)",1
"Dorcas, (Kiribati)","Ueen Aranuka, (Kiribati)",1
"Dorcas, (Kiribati)","Ueen Benita, (Kiribati)",1
"Dorcas, (Kiribati)","Ueen Kirabun Eutan Tarawa Ieta (UKETI), (Kiribati)",1
"Dorcas, (Kiribati)","Ueen Tebike, (Kiribati)",1
"Dorcas, (Kiribati)","Ueen te Bitati, (Kiribati)",1
"Dorcas, (Kiribati)","Ueen te Makeke, (Kiribati)",1
"Dorcas, (Kiribati)","Ueen te Toaki, (Kiribati)",1
"Ueen te Toaki, (Kiribati)","Ueen te Ueanikai, (Kiribati)",1
